method,power,fdp,v
mkn,0.9125,0.02666666666666667,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.6125,0,0.5
pkn,0.65,0,0.75
pkn,0.7625,0,1
pkn,0.7625,0,1.25
pkn,0.8375,0.014705882352941176,1.5
pkn,0.8625,0.014285714285714285,1.75
pkn,0.875,0.014084507042253521,2
pkn,0.8875,0.013888888888888888,2.25
pkn,0.8875,0.013888888888888888,2.5
pkn,0.9125,0.013513513513513514,2.75
pkn,0.9125,0.013513513513513514,3
pkn,0.9125,0.013513513513513514,3.25
pkn,0.9125,0.02666666666666667,3.5
pkn,0.9125,0.02666666666666667,3.75
pkn,0.9125,0.02666666666666667,4
pkn,0.9125,0.05194805194805195,4.25
pkn,0.925,0.05128205128205128,4.5
pkn,0.925,0.05128205128205128,4.75
pkn,0.925,0.075,5
