method,power,fdp,v
mkn,0.8625,0.014285714285714285,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.25,0,0.5
pkn,0.7,0,0.75
pkn,0.7875,0,1
pkn,0.7875,0,1.25
pkn,0.7875,0,1.5
pkn,0.825,0,1.75
pkn,0.825,0,2
pkn,0.825,0,2.25
pkn,0.825,0,2.5
pkn,0.825,0,2.75
pkn,0.8375,0,3
pkn,0.8375,0.014705882352941176,3.25
pkn,0.8625,0.014285714285714285,3.5
pkn,0.875,0.027777777777777776,3.75
pkn,0.875,0.027777777777777776,4
pkn,0.875,0.027777777777777776,4.25
pkn,0.875,0.0410958904109589,4.5
pkn,0.8875,0.04054054054054054,4.75
pkn,0.9125,0.039473684210526314,5
