method,power,fdp,v
mkn,0.5875,0.06,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.3625,0,0.75
pkn,0.4,0,1
pkn,0.4,0,1.25
pkn,0.4875,0.025,1.5
pkn,0.55,0.022222222222222223,1.75
pkn,0.55,0.043478260869565216,2
pkn,0.55,0.043478260869565216,2.25
pkn,0.575,0.041666666666666664,2.5
pkn,0.575,0.041666666666666664,2.75
pkn,0.5875,0.06,3
pkn,0.6,0.058823529411764705,3.25
pkn,0.625,0.07407407407407407,3.5
pkn,0.6375,0.07272727272727272,3.75
pkn,0.65,0.07142857142857142,4
pkn,0.65,0.07142857142857142,4.25
pkn,0.65,0.07142857142857142,4.5
pkn,0.65,0.07142857142857142,4.75
pkn,0.65,0.07142857142857142,5
