method,power,fdp,v
mkn,0.6375,0.019230769230769232,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.3625,0.03333333333333333,0.75
pkn,0.5,0.024390243902439025,1
pkn,0.5375,0.022727272727272728,1.25
pkn,0.5625,0.021739130434782608,1.5
pkn,0.5875,0.020833333333333332,1.75
pkn,0.6375,0.019230769230769232,2
pkn,0.6375,0.019230769230769232,2.25
pkn,0.6375,0.019230769230769232,2.5
pkn,0.6375,0.019230769230769232,2.75
pkn,0.65,0.018867924528301886,3
pkn,0.6625,0.018518518518518517,3.25
pkn,0.6625,0.018518518518518517,3.5
pkn,0.6875,0.017857142857142856,3.75
pkn,0.6875,0.017857142857142856,4
pkn,0.6875,0.017857142857142856,4.25
pkn,0.7,0.05084745762711865,4.5
pkn,0.725,0.04918032786885246,4.75
pkn,0.725,0.04918032786885246,5
