method,power,fdp,v
mkn,0.475,0.05,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.1375,0,0.5
pkn,0.3125,0,0.75
pkn,0.3625,0.06451612903225806,1
pkn,0.4375,0.05405405405405406,1.25
pkn,0.4375,0.05405405405405406,1.5
pkn,0.45,0.05263157894736842,1.75
pkn,0.475,0.05,2
pkn,0.4875,0.04878048780487805,2.25
pkn,0.5125,0.046511627906976744,2.5
pkn,0.5,0.047619047619047616,2.75
pkn,0.5375,0.0851063829787234,3
pkn,0.5375,0.0851063829787234,3.25
pkn,0.55,0.08333333333333333,3.5
pkn,0.55,0.08333333333333333,3.75
pkn,0.55,0.08333333333333333,4
pkn,0.55,0.08333333333333333,4.25
pkn,0.55,0.08333333333333333,4.5
pkn,0.5625,0.1,4.75
pkn,0.575,0.09803921568627451,5
