method,power,fdp,v
mkn,0.8,0.030303030303030304,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.55,0,0.75
pkn,0.6375,0,1
pkn,0.675,0,1.25
pkn,0.675,0,1.5
pkn,0.7,0,1.75
pkn,0.725,0.01694915254237288,2
pkn,0.7375,0.016666666666666666,2.25
pkn,0.775,0.015873015873015872,2.5
pkn,0.7875,0.03076923076923077,2.75
pkn,0.8,0.030303030303030304,3
pkn,0.8,0.030303030303030304,3.25
pkn,0.8,0.030303030303030304,3.5
pkn,0.8125,0.029850746268656716,3.75
pkn,0.8125,0.029850746268656716,4
pkn,0.825,0.043478260869565216,4.25
pkn,0.8125,0.04411764705882353,4.5
pkn,0.825,0.043478260869565216,4.75
pkn,0.825,0.043478260869565216,5
