method,power,fdp,v
mkn,0.3,0,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.0625,0,0.5
pkn,0.225,0,0.75
pkn,0.2625,0,1
pkn,0.2875,0,1.25
pkn,0.35,0,1.5
pkn,0.35,0,1.75
pkn,0.3625,0,2
pkn,0.4,0,2.25
pkn,0.4375,0,2.5
pkn,0.4375,0.027777777777777776,2.75
pkn,0.4625,0.05128205128205128,3
pkn,0.4625,0.075,3.25
pkn,0.4625,0.075,3.5
pkn,0.4625,0.075,3.75
pkn,0.4625,0.0975609756097561,4
pkn,0.475,0.09523809523809523,4.25
pkn,0.4875,0.11363636363636363,4.5
pkn,0.5125,0.10869565217391304,4.75
pkn,0.525,0.10638297872340426,5
