method,power,fdp,v
mkn,0.425,0.05555555555555555,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.0125,0,0.5
pkn,0.2875,0.041666666666666664,0.75
pkn,0.325,0.07142857142857142,1
pkn,0.325,0.07142857142857142,1.25
pkn,0.375,0.0625,1.5
pkn,0.4,0.058823529411764705,1.75
pkn,0.4375,0.05405405405405406,2
pkn,0.45,0.05263157894736842,2.25
pkn,0.4625,0.05128205128205128,2.5
pkn,0.4625,0.075,2.75
pkn,0.4625,0.075,3
pkn,0.4625,0.075,3.25
pkn,0.475,0.09523809523809523,3.5
pkn,0.475,0.09523809523809523,3.75
pkn,0.475,0.09523809523809523,4
pkn,0.475,0.09523809523809523,4.25
pkn,0.5,0.09090909090909091,4.5
pkn,0.5,0.09090909090909091,4.75
pkn,0.5,0.09090909090909091,5
