method,power,fdp,v
mkn,0.3375,0.03571428571428571,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.2625,0,0.75
pkn,0.3,0,1
pkn,0.3125,0.038461538461538464,1.25
pkn,0.3375,0.03571428571428571,1.5
pkn,0.4125,0.029411764705882353,1.75
pkn,0.425,0.02857142857142857,2
pkn,0.425,0.02857142857142857,2.25
pkn,0.45,0.05263157894736842,2.5
pkn,0.4625,0.05128205128205128,2.75
pkn,0.4875,0.04878048780487805,3
pkn,0.5,0.047619047619047616,3.25
pkn,0.5,0.047619047619047616,3.5
pkn,0.525,0.045454545454545456,3.75
pkn,0.5375,0.044444444444444446,4
pkn,0.5375,0.044444444444444446,4.25
pkn,0.575,0.08,4.5
pkn,0.575,0.061224489795918366,4.75
pkn,0.6,0.07692307692307693,5
