method,power,fdp,v
mkn,0.9,0.05263157894736842,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.7,0.017543859649122806,0.75
pkn,0.7875,0.015625,1
pkn,0.7875,0.015625,1.25
pkn,0.825,0.029411764705882353,1.5
pkn,0.8375,0.028985507246376812,1.75
pkn,0.85,0.02857142857142857,2
pkn,0.85,0.02857142857142857,2.25
pkn,0.875,0.027777777777777776,2.5
pkn,0.875,0.027777777777777776,2.75
pkn,0.875,0.05405405405405406,3
pkn,0.9,0.05263157894736842,3.25
pkn,0.9,0.05263157894736842,3.5
pkn,0.9,0.05263157894736842,3.75
pkn,0.9,0.06493506493506493,4
pkn,0.9125,0.0641025641025641,4.25
pkn,0.9125,0.0641025641025641,4.5
pkn,0.9125,0.0641025641025641,4.75
pkn,0.9125,0.0641025641025641,5
