method,power,fdp,v
mkn,0.325,0.07142857142857142,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.25,0,0.75
pkn,0.3,0.04,1
pkn,0.3125,0.038461538461538464,1.25
pkn,0.35,0.034482758620689655,1.5
pkn,0.3375,0.06896551724137931,1.75
pkn,0.3625,0.09375,2
pkn,0.3625,0.09375,2.25
pkn,0.3625,0.09375,2.5
pkn,0.3875,0.08823529411764706,2.75
pkn,0.3875,0.08823529411764706,3
pkn,0.4,0.08571428571428572,3.25
pkn,0.4125,0.08333333333333333,3.5
pkn,0.4125,0.08333333333333333,3.75
pkn,0.4125,0.08333333333333333,4
pkn,0.4375,0.10256410256410256,4.25
pkn,0.45,0.1,4.5
pkn,0.45,0.1,4.75
pkn,0.45,0.12195121951219512,5
