method,power,fdp,v
mkn,0.6875,0.05172413793103448,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.325,0,0.5
pkn,0.4875,0,0.75
pkn,0.575,0,1
pkn,0.5875,0,1.25
pkn,0.625,0.0196078431372549,1.5
pkn,0.65,0.037037037037037035,1.75
pkn,0.675,0.03571428571428571,2
pkn,0.6875,0.03508771929824561,2.25
pkn,0.6875,0.05172413793103448,2.5
pkn,0.6875,0.05172413793103448,2.75
pkn,0.6875,0.05172413793103448,3
pkn,0.6875,0.05172413793103448,3.25
pkn,0.6875,0.05172413793103448,3.5
pkn,0.6875,0.06779661016949153,3.75
pkn,0.6875,0.06779661016949153,4
pkn,0.7,0.06666666666666667,4.25
pkn,0.7125,0.06557377049180328,4.5
pkn,0.7125,0.06557377049180328,4.75
pkn,0.7125,0.06557377049180328,5
