method,power,fdp,v
mkn,0.9625,0.06097560975609756,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.5625,0,0.5
pkn,0.8625,0,0.75
pkn,0.875,0,1
pkn,0.9,0,1.25
pkn,0.9125,0,1.5
pkn,0.9125,0,1.75
pkn,0.9125,0,2
pkn,0.9125,0,2.25
pkn,0.9125,0,2.5
pkn,0.925,0.02631578947368421,2.75
pkn,0.925,0.03896103896103896,3
pkn,0.925,0.03896103896103896,3.25
pkn,0.925,0.05128205128205128,3.5
pkn,0.925,0.05128205128205128,3.75
pkn,0.95,0.06172839506172839,4
pkn,0.9625,0.06097560975609756,4.25
pkn,0.95,0.06172839506172839,4.5
pkn,0.9625,0.06097560975609756,4.75
pkn,0.9625,0.06097560975609756,5
