method,power,fdp,v
mkn,0.5875,0,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.2125,0,0.5
pkn,0.3625,0,0.75
pkn,0.4,0,1
pkn,0.4625,0,1.25
pkn,0.5625,0,1.5
pkn,0.575,0,1.75
pkn,0.575,0,2
pkn,0.5875,0.020833333333333332,2.25
pkn,0.6,0.02040816326530612,2.5
pkn,0.6125,0.02,2.75
pkn,0.625,0.0196078431372549,3
pkn,0.65,0.018867924528301886,3.25
pkn,0.6625,0.018518518518518517,3.5
pkn,0.6625,0.018518518518518517,3.75
pkn,0.6625,0.03636363636363636,4
pkn,0.675,0.05263157894736842,4.25
pkn,0.675,0.03571428571428571,4.5
pkn,0.7,0.05084745762711865,4.75
pkn,0.7,0.06666666666666667,5
