method,power,fdp,v
mkn,0.5125,0.023809523809523808,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.2875,0,0.5
pkn,0.3625,0,0.75
pkn,0.425,0,1
pkn,0.4625,0,1.25
pkn,0.4625,0,1.5
pkn,0.4875,0,1.75
pkn,0.525,0.023255813953488372,2
pkn,0.525,0.023255813953488372,2.25
pkn,0.55,0.043478260869565216,2.5
pkn,0.55,0.043478260869565216,2.75
pkn,0.5625,0.0425531914893617,3
pkn,0.5625,0.0425531914893617,3.25
pkn,0.5875,0.04081632653061224,3.5
pkn,0.5875,0.04081632653061224,3.75
pkn,0.5875,0.04081632653061224,4
pkn,0.6,0.04,4.25
pkn,0.6125,0.0392156862745098,4.5
pkn,0.625,0.05660377358490566,4.75
pkn,0.65,0.07142857142857142,5
