method,power,fdp,v
mkn,0.6375,0.03773584905660377,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.3875,0,0.75
pkn,0.4625,0,1
pkn,0.5625,0,1.25
pkn,0.5625,0,1.5
pkn,0.6,0,1.75
pkn,0.625,0,2
pkn,0.65,0.018867924528301886,2.25
pkn,0.625,0.038461538461538464,2.5
pkn,0.6625,0.05357142857142857,2.75
pkn,0.6625,0.05357142857142857,3
pkn,0.6625,0.05357142857142857,3.25
pkn,0.6625,0.05357142857142857,3.5
pkn,0.6625,0.05357142857142857,3.75
pkn,0.6625,0.05357142857142857,4
pkn,0.675,0.05263157894736842,4.25
pkn,0.6875,0.05172413793103448,4.5
pkn,0.6875,0.05172413793103448,4.75
pkn,0.6875,0.05172413793103448,5
