method,power,fdp,v
mkn,0.6125,0,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.275,0,0.5
pkn,0.5125,0,0.75
pkn,0.5375,0,1
pkn,0.5375,0,1.25
pkn,0.5875,0,1.5
pkn,0.6,0,1.75
pkn,0.6125,0,2
pkn,0.625,0,2.25
pkn,0.625,0.0196078431372549,2.5
pkn,0.65,0.018867924528301886,2.75
pkn,0.6625,0.018518518518518517,3
pkn,0.6875,0.017857142857142856,3.25
pkn,0.7,0.017543859649122806,3.5
pkn,0.6875,0.017857142857142856,3.75
pkn,0.7125,0.017241379310344827,4
pkn,0.7125,0.017241379310344827,4.25
pkn,0.7375,0.03278688524590164,4.5
pkn,0.75,0.03225806451612903,4.75
pkn,0.7625,0.031746031746031744,5
