method,power,fdp,v
mkn,0.4125,0,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.075,0,0.5
pkn,0.275,0,0.75
pkn,0.3,0,1
pkn,0.325,0,1.25
pkn,0.375,0,1.5
pkn,0.375,0,1.75
pkn,0.425,0,2
pkn,0.4375,0,2.25
pkn,0.4375,0,2.5
pkn,0.4625,0.02631578947368421,2.75
pkn,0.4625,0.02631578947368421,3
pkn,0.475,0.02564102564102564,3.25
pkn,0.4875,0.04878048780487805,3.5
pkn,0.475,0.05,3.75
pkn,0.4875,0.04878048780487805,4
pkn,0.5,0.047619047619047616,4.25
pkn,0.5,0.06976744186046512,4.5
pkn,0.5125,0.06818181818181818,4.75
pkn,0.525,0.06666666666666667,5
