method,power,fdp,v
mkn,0.8125,0.04411764705882353,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.575,0,0.75
pkn,0.675,0,1
pkn,0.7,0,1.25
pkn,0.7125,0,1.5
pkn,0.7375,0,1.75
pkn,0.75,0,2
pkn,0.7625,0,2.25
pkn,0.7625,0.016129032258064516,2.5
pkn,0.7625,0.031746031746031744,2.75
pkn,0.7875,0.03076923076923077,3
pkn,0.7875,0.03076923076923077,3.25
pkn,0.825,0.043478260869565216,3.5
pkn,0.85,0.04225352112676056,3.75
pkn,0.8625,0.041666666666666664,4
pkn,0.8625,0.041666666666666664,4.25
pkn,0.8625,0.041666666666666664,4.5
pkn,0.875,0.05405405405405406,4.75
pkn,0.875,0.05405405405405406,5
