method,power,fdp,v
mkn,0.3875,0,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.2,0,0.75
pkn,0.375,0,1
pkn,0.4,0,1.25
pkn,0.4125,0,1.5
pkn,0.425,0,1.75
pkn,0.45,0,2
pkn,0.4625,0,2.25
pkn,0.5375,0.022727272727272728,2.5
pkn,0.55,0.022222222222222223,2.75
pkn,0.55,0.022222222222222223,3
pkn,0.5625,0.021739130434782608,3.25
pkn,0.6,0.02040816326530612,3.5
pkn,0.6125,0.02,3.75
pkn,0.6125,0.02,4
pkn,0.6125,0.0392156862745098,4.25
pkn,0.625,0.038461538461538464,4.5
pkn,0.6375,0.03773584905660377,4.75
pkn,0.65,0.05454545454545454,5
