method,power,fdp,v
mkn,0.3625,0.03333333333333333,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.275,0,0.75
pkn,0.325,0,1
pkn,0.325,0,1.25
pkn,0.35,0.034482758620689655,1.5
pkn,0.3875,0.03125,1.75
pkn,0.3875,0.03125,2
pkn,0.3875,0.03125,2.25
pkn,0.3875,0.03125,2.5
pkn,0.4125,0.029411764705882353,2.75
pkn,0.4625,0.02631578947368421,3
pkn,0.4875,0.025,3.25
pkn,0.5125,0.023809523809523808,3.5
pkn,0.525,0.023255813953488372,3.75
pkn,0.5375,0.022727272727272728,4
pkn,0.5625,0.021739130434782608,4.25
pkn,0.575,0.02127659574468085,4.5
pkn,0.5875,0.020833333333333332,4.75
pkn,0.5875,0.04081632653061224,5
