method,power,fdp,v
mkn,0.525,0.023255813953488372,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.175,0,0.5
pkn,0.4,0,0.75
pkn,0.425,0,1
pkn,0.4875,0,1.25
pkn,0.4875,0,1.5
pkn,0.5125,0.023809523809523808,1.75
pkn,0.525,0.023255813953488372,2
pkn,0.5375,0.022727272727272728,2.25
pkn,0.575,0.02127659574468085,2.5
pkn,0.575,0.02127659574468085,2.75
pkn,0.6375,0.03773584905660377,3
pkn,0.6375,0.03773584905660377,3.25
pkn,0.6625,0.03636363636363636,3.5
pkn,0.675,0.03571428571428571,3.75
pkn,0.675,0.03571428571428571,4
pkn,0.6875,0.03508771929824561,4.25
pkn,0.6875,0.03508771929824561,4.5
pkn,0.6875,0.03508771929824561,4.75
pkn,0.6875,0.05172413793103448,5
