method,power,fdp,v
mkn,0.9625,0.02531645569620253,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.8375,0.014705882352941176,0.75
pkn,0.875,0.014084507042253521,1
pkn,0.9,0.0136986301369863,1.25
pkn,0.9,0.0136986301369863,1.5
pkn,0.925,0.02631578947368421,1.75
pkn,0.925,0.02631578947368421,2
pkn,0.925,0.02631578947368421,2.25
pkn,0.925,0.02631578947368421,2.5
pkn,0.9375,0.025974025974025976,2.75
pkn,0.9375,0.025974025974025976,3
pkn,0.95,0.02564102564102564,3.25
pkn,0.95,0.02564102564102564,3.5
pkn,0.95,0.02564102564102564,3.75
pkn,0.975,0.037037037037037035,4
pkn,0.975,0.037037037037037035,4.25
pkn,0.9875,0.036585365853658534,4.5
pkn,0.9875,0.036585365853658534,4.75
pkn,0.9875,0.04819277108433735,5
