method,power,fdp,v
mkn,0.475,0.02564102564102564,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.25,0,0.5
pkn,0.35,0,0.75
pkn,0.3875,0,1
pkn,0.4125,0,1.25
pkn,0.4625,0.02631578947368421,1.5
pkn,0.4875,0.04878048780487805,1.75
pkn,0.5,0.047619047619047616,2
pkn,0.5125,0.046511627906976744,2.25
pkn,0.5125,0.046511627906976744,2.5
pkn,0.5125,0.046511627906976744,2.75
pkn,0.5625,0.0425531914893617,3
pkn,0.5625,0.0425531914893617,3.25
pkn,0.575,0.041666666666666664,3.5
pkn,0.5625,0.0425531914893617,3.75
pkn,0.575,0.041666666666666664,4
pkn,0.575,0.041666666666666664,4.25
pkn,0.5875,0.04081632653061224,4.5
pkn,0.5875,0.04081632653061224,4.75
pkn,0.6,0.04,5
