method,power,fdp,v
mkn,0.9625,0.02531645569620253,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.8375,0,0.75
pkn,0.8875,0,1
pkn,0.8875,0,1.25
pkn,0.95,0,1.5
pkn,0.95,0.012987012987012988,1.75
pkn,0.95,0.012987012987012988,2
pkn,0.95,0.02564102564102564,2.25
pkn,0.95,0.02564102564102564,2.5
pkn,0.95,0.02564102564102564,2.75
pkn,0.95,0.02564102564102564,3
pkn,0.9625,0.02531645569620253,3.25
pkn,0.95,0.02564102564102564,3.5
pkn,0.9625,0.02531645569620253,3.75
pkn,0.9625,0.02531645569620253,4
pkn,0.9625,0.02531645569620253,4.25
pkn,0.9625,0.02531645569620253,4.5
pkn,0.9625,0.02531645569620253,4.75
pkn,0.9625,0.02531645569620253,5
