method,power,fdp,v
mkn,0.925,0.075,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.65,0,0.5
pkn,0.775,0,0.75
pkn,0.8625,0.014285714285714285,1
pkn,0.8625,0.014285714285714285,1.25
pkn,0.8875,0.013888888888888888,1.5
pkn,0.9125,0.013513513513513514,1.75
pkn,0.925,0.03896103896103896,2
pkn,0.925,0.03896103896103896,2.25
pkn,0.925,0.03896103896103896,2.5
pkn,0.925,0.03896103896103896,2.75
pkn,0.925,0.05128205128205128,3
pkn,0.925,0.06329113924050633,3.25
pkn,0.925,0.06329113924050633,3.5
pkn,0.9375,0.0625,3.75
pkn,0.9375,0.07407407407407407,4
pkn,0.9375,0.07407407407407407,4.25
pkn,0.9375,0.07407407407407407,4.5
pkn,0.9375,0.08536585365853659,4.75
pkn,0.9375,0.0963855421686747,5
