method,power,fdp,v
mkn,0.3,0.07692307692307693,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.2125,0,0.75
pkn,0.275,0.043478260869565216,1
pkn,0.3,0.07692307692307693,1.25
pkn,0.3125,0.07407407407407407,1.5
pkn,0.3625,0.06451612903225806,1.75
pkn,0.375,0.0625,2
pkn,0.45,0.05263157894736842,2.25
pkn,0.475,0.05,2.5
pkn,0.475,0.05,2.75
pkn,0.5,0.047619047619047616,3
pkn,0.5125,0.046511627906976744,3.25
pkn,0.525,0.045454545454545456,3.5
pkn,0.55,0.043478260869565216,3.75
pkn,0.5625,0.0625,4
pkn,0.5625,0.0625,4.25
pkn,0.5625,0.0625,4.5
pkn,0.5625,0.08163265306122448,4.75
pkn,0.5875,0.0784313725490196,5
