method,power,fdp,v
mkn,0.975,0.04878048780487805,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.6625,0,0.5
pkn,0.8625,0,0.75
pkn,0.9125,0.013513513513513514,1
pkn,0.9125,0.013513513513513514,1.25
pkn,0.95,0.012987012987012988,1.5
pkn,0.95,0.012987012987012988,1.75
pkn,0.9625,0.01282051282051282,2
pkn,0.9625,0.02531645569620253,2.25
pkn,0.9625,0.02531645569620253,2.5
pkn,0.9625,0.02531645569620253,2.75
pkn,0.9625,0.0375,3
pkn,0.9625,0.04938271604938271,3.25
pkn,0.9625,0.04938271604938271,3.5
pkn,0.9625,0.04938271604938271,3.75
pkn,0.975,0.04878048780487805,4
pkn,0.975,0.060240963855421686,4.25
pkn,0.975,0.060240963855421686,4.5
pkn,0.975,0.060240963855421686,4.75
pkn,0.9875,0.05952380952380952,5
