method,power,fdp,v
mkn,0.3,0,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.25,0,0.75
pkn,0.2875,0,1
pkn,0.3375,0,1.25
pkn,0.3375,0,1.5
pkn,0.3375,0,1.75
pkn,0.35,0,2
pkn,0.375,0.03225806451612903,2.25
pkn,0.3625,0,2.5
pkn,0.4125,0.05714285714285714,2.75
pkn,0.425,0.05555555555555555,3
pkn,0.45,0.05263157894736842,3.25
pkn,0.45,0.05263157894736842,3.5
pkn,0.4625,0.05128205128205128,3.75
pkn,0.4625,0.05128205128205128,4
pkn,0.475,0.07317073170731707,4.25
pkn,0.475,0.05,4.5
pkn,0.4875,0.07142857142857142,4.75
pkn,0.5125,0.08888888888888889,5
