method,power,fdp,v
mkn,0.9625,0.0375,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.8125,0,0.75
pkn,0.9125,0.02666666666666667,1
pkn,0.925,0.02631578947368421,1.25
pkn,0.925,0.02631578947368421,1.5
pkn,0.925,0.02631578947368421,1.75
pkn,0.925,0.02631578947368421,2
pkn,0.9375,0.038461538461538464,2.25
pkn,0.9375,0.038461538461538464,2.5
pkn,0.9375,0.038461538461538464,2.75
pkn,0.95,0.0379746835443038,3
pkn,0.95,0.0379746835443038,3.25
pkn,0.9625,0.0375,3.5
pkn,0.95,0.0379746835443038,3.75
pkn,0.9625,0.0375,4
pkn,0.9625,0.0375,4.25
pkn,0.9625,0.0375,4.5
pkn,0.9625,0.04938271604938271,4.75
pkn,0.9625,0.04938271604938271,5
