method,power,fdp,v
mkn,0.9,0.04,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.75,0,0.75
pkn,0.8125,0,1
pkn,0.825,0,1.25
pkn,0.825,0,1.5
pkn,0.8625,0.028169014084507043,1.75
pkn,0.875,0.027777777777777776,2
pkn,0.875,0.027777777777777776,2.25
pkn,0.8875,0.0273972602739726,2.5
pkn,0.9,0.04,2.75
pkn,0.9,0.04,3
pkn,0.9,0.04,3.25
pkn,0.9,0.04,3.5
pkn,0.9,0.04,3.75
pkn,0.9,0.04,4
pkn,0.9,0.05263157894736842,4.25
pkn,0.9125,0.05194805194805195,4.5
pkn,0.9125,0.0641025641025641,4.75
pkn,0.9125,0.0641025641025641,5
