method,power,fdp,v
mkn,0.8,0.015384615384615385,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.625,0,0.75
pkn,0.675,0,1
pkn,0.7125,0,1.25
pkn,0.7375,0,1.5
pkn,0.7375,0,1.75
pkn,0.7625,0,2
pkn,0.775,0,2.25
pkn,0.8,0,2.5
pkn,0.8,0,2.75
pkn,0.8,0.015384615384615385,3
pkn,0.8125,0.015151515151515152,3.25
pkn,0.8125,0.015151515151515152,3.5
pkn,0.8125,0.015151515151515152,3.75
pkn,0.8125,0.015151515151515152,4
pkn,0.8125,0.015151515151515152,4.25
pkn,0.8125,0.015151515151515152,4.5
pkn,0.8125,0.015151515151515152,4.75
pkn,0.825,0.029411764705882353,5
