method,power,fdp,v
mkn,0.675,0,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.35,0,0.5
pkn,0.5,0,0.75
pkn,0.5375,0,1
pkn,0.575,0,1.25
pkn,0.625,0,1.5
pkn,0.625,0,1.75
pkn,0.65,0,2
pkn,0.65,0,2.25
pkn,0.675,0,2.5
pkn,0.6625,0,2.75
pkn,0.675,0.01818181818181818,3
pkn,0.6875,0.017857142857142856,3.25
pkn,0.7125,0.017241379310344827,3.5
pkn,0.7375,0.016666666666666666,3.75
pkn,0.7375,0.016666666666666666,4
pkn,0.75,0.01639344262295082,4.25
pkn,0.7625,0.016129032258064516,4.5
pkn,0.7625,0.016129032258064516,4.75
pkn,0.7625,0.016129032258064516,5
