method,power,fdp,v
mkn,0.85,0.04225352112676056,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.6625,0,0.75
pkn,0.7,0,1
pkn,0.7,0,1.25
pkn,0.725,0,1.5
pkn,0.75,0.01639344262295082,1.75
pkn,0.775,0.03125,2
pkn,0.8125,0.04411764705882353,2.25
pkn,0.8125,0.04411764705882353,2.5
pkn,0.8125,0.04411764705882353,2.75
pkn,0.8125,0.04411764705882353,3
pkn,0.8375,0.04285714285714286,3.25
pkn,0.8375,0.04285714285714286,3.5
pkn,0.875,0.0410958904109589,3.75
pkn,0.875,0.05405405405405406,4
pkn,0.875,0.05405405405405406,4.25
pkn,0.875,0.05405405405405406,4.5
pkn,0.9,0.05263157894736842,4.75
pkn,0.9,0.06493506493506493,5
