method,power,fdp,v
mkn,0.775,0.015873015873015872,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.4125,0,0.5
pkn,0.5125,0,0.75
pkn,0.65,0.018867924528301886,1
pkn,0.7125,0.017241379310344827,1.25
pkn,0.7375,0.016666666666666666,1.5
pkn,0.7375,0.016666666666666666,1.75
pkn,0.7625,0.016129032258064516,2
pkn,0.7625,0.016129032258064516,2.25
pkn,0.775,0.015873015873015872,2.5
pkn,0.775,0.015873015873015872,2.75
pkn,0.775,0.015873015873015872,3
pkn,0.775,0.015873015873015872,3.25
pkn,0.775,0.015873015873015872,3.5
pkn,0.7875,0.015625,3.75
pkn,0.7875,0.015625,4
pkn,0.7875,0.015625,4.25
pkn,0.8,0.015384615384615385,4.5
pkn,0.8,0.030303030303030304,4.75
pkn,0.825,0.029411764705882353,5
