method,power,fdp,v
mkn,0.775,0.03125,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.175,0,0.5
pkn,0.525,0,0.75
pkn,0.575,0.02127659574468085,1
pkn,0.6625,0.018518518518518517,1.25
pkn,0.675,0.01818181818181818,1.5
pkn,0.7125,0.03389830508474576,1.75
pkn,0.7125,0.03389830508474576,2
pkn,0.725,0.03333333333333333,2.25
pkn,0.75,0.03225806451612903,2.5
pkn,0.75,0.03225806451612903,2.75
pkn,0.7625,0.031746031746031744,3
pkn,0.7875,0.03076923076923077,3.25
pkn,0.775,0.03125,3.5
pkn,0.7875,0.045454545454545456,3.75
pkn,0.7875,0.05970149253731343,4
pkn,0.7875,0.05970149253731343,4.25
pkn,0.7875,0.05970149253731343,4.5
pkn,0.8,0.058823529411764705,4.75
pkn,0.8,0.058823529411764705,5
