method,power,fdp,v
mkn,0.3125,0.038461538461538464,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.075,0,0.5
pkn,0.2,0,0.75
pkn,0.2625,0.045454545454545456,1
pkn,0.3,0.04,1.25
pkn,0.3625,0.06451612903225806,1.5
pkn,0.3625,0.06451612903225806,1.75
pkn,0.3875,0.06060606060606061,2
pkn,0.3875,0.06060606060606061,2.25
pkn,0.425,0.05555555555555555,2.5
pkn,0.45,0.05263157894736842,2.75
pkn,0.4625,0.05128205128205128,3
pkn,0.4875,0.04878048780487805,3.25
pkn,0.5125,0.046511627906976744,3.5
pkn,0.5375,0.044444444444444446,3.75
pkn,0.5375,0.044444444444444446,4
pkn,0.55,0.043478260869565216,4.25
pkn,0.55,0.06382978723404255,4.5
pkn,0.55,0.08333333333333333,4.75
pkn,0.55,0.08333333333333333,5
