method,power,fdp,v
mkn,0.5625,0.021739130434782608,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.45,0,0.75
pkn,0.4875,0.025,1
pkn,0.5,0.024390243902439025,1.25
pkn,0.5375,0.022727272727272728,1.5
pkn,0.55,0.022222222222222223,1.75
pkn,0.5625,0.021739130434782608,2
pkn,0.5625,0.021739130434782608,2.25
pkn,0.5625,0.021739130434782608,2.5
pkn,0.5875,0.020833333333333332,2.75
pkn,0.6,0.04,3
pkn,0.6,0.04,3.25
pkn,0.6125,0.057692307692307696,3.5
pkn,0.6125,0.057692307692307696,3.75
pkn,0.6125,0.057692307692307696,4
pkn,0.625,0.05660377358490566,4.25
pkn,0.625,0.05660377358490566,4.5
pkn,0.625,0.05660377358490566,4.75
pkn,0.65,0.07142857142857142,5
