method,power,fdp,v
mkn,0.8375,0.014705882352941176,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.5125,0,0.75
pkn,0.625,0,1
pkn,0.65,0,1.25
pkn,0.7,0,1.5
pkn,0.725,0,1.75
pkn,0.7375,0,2
pkn,0.7375,0,2.25
pkn,0.75,0,2.5
pkn,0.75,0.01639344262295082,2.75
pkn,0.8125,0.015151515151515152,3
pkn,0.8125,0.015151515151515152,3.25
pkn,0.8375,0.028985507246376812,3.5
pkn,0.8375,0.04285714285714286,3.75
pkn,0.8625,0.041666666666666664,4
pkn,0.8625,0.041666666666666664,4.25
pkn,0.8625,0.041666666666666664,4.5
pkn,0.8625,0.041666666666666664,4.75
pkn,0.875,0.05405405405405406,5
