method,power,fdp,v
mkn,0.9875,0.036585365853658534,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.975,0.012658227848101266,0.75
pkn,0.975,0.012658227848101266,1
pkn,0.975,0.012658227848101266,1.25
pkn,0.975,0.012658227848101266,1.5
pkn,0.975,0.025,1.75
pkn,0.975,0.025,2
pkn,0.975,0.025,2.25
pkn,0.975,0.025,2.5
pkn,0.975,0.025,2.75
pkn,0.975,0.025,3
pkn,0.9875,0.024691358024691357,3.25
pkn,0.975,0.025,3.5
pkn,0.9875,0.024691358024691357,3.75
pkn,0.9875,0.036585365853658534,4
pkn,1,0.03614457831325301,4.25
pkn,1,0.03614457831325301,4.5
pkn,1,0.03614457831325301,4.75
pkn,1,0.03614457831325301,5
