method,power,fdp,v
mkn,0.45,0,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.0625,0,0.5
pkn,0.3125,0,0.75
pkn,0.3875,0,1
pkn,0.4,0,1.25
pkn,0.4625,0.02631578947368421,1.5
pkn,0.4625,0.02631578947368421,1.75
pkn,0.4625,0.02631578947368421,2
pkn,0.4625,0.02631578947368421,2.25
pkn,0.4625,0.02631578947368421,2.5
pkn,0.475,0.02564102564102564,2.75
pkn,0.5,0.047619047619047616,3
pkn,0.5125,0.06818181818181818,3.25
pkn,0.55,0.06382978723404255,3.5
pkn,0.55,0.06382978723404255,3.75
pkn,0.55,0.06382978723404255,4
pkn,0.5625,0.1,4.25
pkn,0.5625,0.1,4.5
pkn,0.575,0.09803921568627451,4.75
pkn,0.575,0.09803921568627451,5
