method,power,fdp,v
mkn,0.8,0.015384615384615385,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.1375,0,0.5
pkn,0.5,0,0.75
pkn,0.6125,0,1
pkn,0.65,0,1.25
pkn,0.7,0,1.5
pkn,0.7,0,1.75
pkn,0.725,0,2
pkn,0.75,0,2.25
pkn,0.7625,0,2.5
pkn,0.775,0.015873015873015872,2.75
pkn,0.7875,0.015625,3
pkn,0.8,0.015384615384615385,3.25
pkn,0.8,0.030303030303030304,3.5
pkn,0.8,0.030303030303030304,3.75
pkn,0.8,0.030303030303030304,4
pkn,0.8,0.030303030303030304,4.25
pkn,0.825,0.029411764705882353,4.5
pkn,0.825,0.043478260869565216,4.75
pkn,0.825,0.043478260869565216,5
