method,power,fdp,v
mkn,0.9375,0.025974025974025976,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.8,0,0.75
pkn,0.8375,0.014705882352941176,1
pkn,0.8375,0.014705882352941176,1.25
pkn,0.8875,0.013888888888888888,1.5
pkn,0.9375,0.013157894736842105,1.75
pkn,0.9375,0.013157894736842105,2
pkn,0.9375,0.013157894736842105,2.25
pkn,0.9375,0.013157894736842105,2.5
pkn,0.9375,0.013157894736842105,2.75
pkn,0.9375,0.013157894736842105,3
pkn,0.9375,0.025974025974025976,3.25
pkn,0.9375,0.025974025974025976,3.5
pkn,0.9375,0.025974025974025976,3.75
pkn,0.9375,0.038461538461538464,4
pkn,0.95,0.05,4.25
pkn,0.95,0.05,4.5
pkn,0.95,0.05,4.75
pkn,0.95,0.05,5
