method,power,fdp,v
mkn,0.9125,0.02666666666666667,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.4125,0,0.5
pkn,0.65,0,0.75
pkn,0.775,0,1
pkn,0.825,0,1.25
pkn,0.875,0,1.5
pkn,0.8625,0,1.75
pkn,0.9,0.0136986301369863,2
pkn,0.9,0.0136986301369863,2.25
pkn,0.9,0.02702702702702703,2.5
pkn,0.9125,0.02666666666666667,2.75
pkn,0.9125,0.02666666666666667,3
pkn,0.9125,0.02666666666666667,3.25
pkn,0.9125,0.02666666666666667,3.5
pkn,0.9125,0.02666666666666667,3.75
pkn,0.9125,0.02666666666666667,4
pkn,0.9125,0.02666666666666667,4.25
pkn,0.9125,0.02666666666666667,4.5
pkn,0.9125,0.039473684210526314,4.75
pkn,0.9125,0.039473684210526314,5
