method,power,fdp,v
mkn,0.4875,0.025,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.3375,0,0.75
pkn,0.3875,0,1
pkn,0.4125,0,1.25
pkn,0.425,0,1.5
pkn,0.475,0,1.75
pkn,0.4875,0.025,2
pkn,0.525,0.023255813953488372,2.25
pkn,0.5625,0.021739130434782608,2.5
pkn,0.6,0.02040816326530612,2.75
pkn,0.6,0.04,3
pkn,0.6,0.04,3.25
pkn,0.6,0.04,3.5
pkn,0.6125,0.0392156862745098,3.75
pkn,0.625,0.038461538461538464,4
pkn,0.6375,0.03773584905660377,4.25
pkn,0.6375,0.03773584905660377,4.5
pkn,0.6375,0.03773584905660377,4.75
pkn,0.675,0.03571428571428571,5
