method,power,fdp,v
mkn,0.9375,0.0625,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.8625,0.028169014084507043,0.75
pkn,0.875,0.0410958904109589,1
pkn,0.875,0.0410958904109589,1.25
pkn,0.8875,0.04054054054054054,1.5
pkn,0.875,0.0410958904109589,1.75
pkn,0.8875,0.04054054054054054,2
pkn,0.8875,0.04054054054054054,2.25
pkn,0.9125,0.039473684210526314,2.5
pkn,0.9,0.04,2.75
pkn,0.9375,0.05063291139240506,3
pkn,0.9375,0.05063291139240506,3.25
pkn,0.9375,0.0625,3.5
pkn,0.9375,0.0625,3.75
pkn,0.9375,0.0625,4
pkn,0.9375,0.0625,4.25
pkn,0.9375,0.07407407407407407,4.5
pkn,0.9375,0.07407407407407407,4.75
pkn,0.9375,0.08536585365853659,5
