method,power,fdp,v
mkn,0.6875,0.03508771929824561,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.475,0,0.75
pkn,0.55,0.022222222222222223,1
pkn,0.6,0.02040816326530612,1.25
pkn,0.6,0.02040816326530612,1.5
pkn,0.6375,0.03773584905660377,1.75
pkn,0.65,0.037037037037037035,2
pkn,0.65,0.037037037037037035,2.25
pkn,0.675,0.03571428571428571,2.5
pkn,0.6875,0.03508771929824561,2.75
pkn,0.7,0.034482758620689655,3
pkn,0.7,0.034482758620689655,3.25
pkn,0.7125,0.05,3.5
pkn,0.75,0.047619047619047616,3.75
pkn,0.75,0.047619047619047616,4
pkn,0.75,0.0625,4.25
pkn,0.7625,0.07575757575757576,4.5
pkn,0.775,0.07462686567164178,4.75
pkn,0.7875,0.07352941176470588,5
