method,power,fdp,v
mkn,0.55,0.043478260869565216,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.3,0,0.75
pkn,0.4625,0,1
pkn,0.5,0,1.25
pkn,0.5125,0,1.5
pkn,0.5375,0,1.75
pkn,0.5375,0.022727272727272728,2
pkn,0.55,0.022222222222222223,2.25
pkn,0.55,0.043478260869565216,2.5
pkn,0.5625,0.0425531914893617,2.75
pkn,0.5625,0.0425531914893617,3
pkn,0.575,0.041666666666666664,3.25
pkn,0.5875,0.04081632653061224,3.5
pkn,0.6,0.04,3.75
pkn,0.6,0.04,4
pkn,0.6,0.04,4.25
pkn,0.6,0.04,4.5
pkn,0.6,0.04,4.75
pkn,0.6,0.058823529411764705,5
