method,power,fdp,v
mkn,0.4375,0,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.125,0,0.5
pkn,0.275,0,0.75
pkn,0.35,0,1
pkn,0.35,0,1.25
pkn,0.425,0,1.5
pkn,0.45,0.05263157894736842,1.75
pkn,0.45,0.05263157894736842,2
pkn,0.4625,0.05128205128205128,2.25
pkn,0.4625,0.05128205128205128,2.5
pkn,0.4875,0.04878048780487805,2.75
pkn,0.5125,0.046511627906976744,3
pkn,0.525,0.06666666666666667,3.25
pkn,0.525,0.045454545454545456,3.5
pkn,0.525,0.06666666666666667,3.75
pkn,0.525,0.06666666666666667,4
pkn,0.5375,0.06521739130434782,4.25
pkn,0.5625,0.08163265306122448,4.5
pkn,0.5625,0.08163265306122448,4.75
pkn,0.5625,0.08163265306122448,5
