method,power,fdp,v
mkn,0.925,0.03896103896103896,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.8125,0,0.75
pkn,0.8625,0,1
pkn,0.875,0.014084507042253521,1.25
pkn,0.9125,0.013513513513513514,1.5
pkn,0.9125,0.02666666666666667,1.75
pkn,0.9125,0.02666666666666667,2
pkn,0.9125,0.039473684210526314,2.25
pkn,0.9125,0.039473684210526314,2.5
pkn,0.925,0.03896103896103896,2.75
pkn,0.925,0.03896103896103896,3
pkn,0.925,0.03896103896103896,3.25
pkn,0.925,0.03896103896103896,3.5
pkn,0.925,0.06329113924050633,3.75
pkn,0.925,0.075,4
pkn,0.925,0.075,4.25
pkn,0.925,0.075,4.5
pkn,0.925,0.075,4.75
pkn,0.925,0.08641975308641975,5
