method,power,fdp,v
mkn,0.7,0.034482758620689655,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.0875,0,0.5
pkn,0.4875,0,0.75
pkn,0.525,0.023255813953488372,1
pkn,0.525,0.023255813953488372,1.25
pkn,0.5875,0.020833333333333332,1.5
pkn,0.6125,0.02,1.75
pkn,0.65,0.037037037037037035,2
pkn,0.675,0.03571428571428571,2.25
pkn,0.7,0.034482758620689655,2.5
pkn,0.7,0.034482758620689655,2.75
pkn,0.7125,0.03389830508474576,3
pkn,0.725,0.03333333333333333,3.25
pkn,0.7375,0.04838709677419355,3.5
pkn,0.75,0.047619047619047616,3.75
pkn,0.7625,0.046875,4
pkn,0.7625,0.046875,4.25
pkn,0.775,0.07462686567164178,4.5
pkn,0.775,0.07462686567164178,4.75
pkn,0.7875,0.08695652173913043,5
