method,power,fdp,v
mkn,0.6625,0.03636363636363636,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.4125,0,0.75
pkn,0.55,0,1
pkn,0.5625,0,1.25
pkn,0.625,0,1.5
pkn,0.625,0.0196078431372549,1.75
pkn,0.625,0.0196078431372549,2
pkn,0.6375,0.019230769230769232,2.25
pkn,0.6375,0.03773584905660377,2.5
pkn,0.6375,0.05555555555555555,2.75
pkn,0.6625,0.07017543859649122,3
pkn,0.6625,0.08620689655172414,3.25
pkn,0.675,0.0847457627118644,3.5
pkn,0.7,0.0967741935483871,3.75
pkn,0.725,0.1076923076923077,4
pkn,0.725,0.1076923076923077,4.25
pkn,0.7375,0.11940298507462686,4.5
pkn,0.7625,0.11594202898550725,4.75
pkn,0.7625,0.11594202898550725,5
