method,power,fdp,v
mkn,0.5375,0,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.25,0,0.75
pkn,0.375,0,1
pkn,0.4,0,1.25
pkn,0.4625,0,1.5
pkn,0.5,0,1.75
pkn,0.5125,0,2
pkn,0.525,0.023255813953488372,2.25
pkn,0.55,0.022222222222222223,2.5
pkn,0.5625,0.021739130434782608,2.75
pkn,0.5625,0.0425531914893617,3
pkn,0.5625,0.0425531914893617,3.25
pkn,0.5625,0.0425531914893617,3.5
pkn,0.575,0.041666666666666664,3.75
pkn,0.575,0.061224489795918366,4
pkn,0.6,0.058823529411764705,4.25
pkn,0.6,0.058823529411764705,4.5
pkn,0.6,0.07692307692307693,4.75
pkn,0.6,0.09433962264150944,5
