method,power,fdp,v
mkn,0.375,0.03225806451612903,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.3,0,0.75
pkn,0.35,0.034482758620689655,1
pkn,0.375,0.03225806451612903,1.25
pkn,0.375,0.03225806451612903,1.5
pkn,0.3875,0.06060606060606061,1.75
pkn,0.4,0.058823529411764705,2
pkn,0.4,0.058823529411764705,2.25
pkn,0.425,0.05555555555555555,2.5
pkn,0.4625,0.05128205128205128,2.75
pkn,0.475,0.05,3
pkn,0.475,0.05,3.25
pkn,0.5,0.047619047619047616,3.5
pkn,0.5,0.047619047619047616,3.75
pkn,0.5,0.047619047619047616,4
pkn,0.525,0.08695652173913043,4.25
pkn,0.55,0.08333333333333333,4.5
pkn,0.55,0.10204081632653061,4.75
pkn,0.55,0.10204081632653061,5
