method,power,fdp,v
mkn,0.6875,0.03508771929824561,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.175,0,0.5
pkn,0.3875,0,0.75
pkn,0.5375,0.022727272727272728,1
pkn,0.55,0.022222222222222223,1.25
pkn,0.6125,0.02,1.5
pkn,0.625,0.0196078431372549,1.75
pkn,0.675,0.03571428571428571,2
pkn,0.6875,0.03508771929824561,2.25
pkn,0.6875,0.03508771929824561,2.5
pkn,0.6875,0.03508771929824561,2.75
pkn,0.6875,0.03508771929824561,3
pkn,0.6875,0.03508771929824561,3.25
pkn,0.6875,0.05172413793103448,3.5
pkn,0.7125,0.05,3.75
pkn,0.7125,0.05,4
pkn,0.7125,0.05,4.25
pkn,0.7125,0.05,4.5
pkn,0.725,0.04918032786885246,4.75
pkn,0.725,0.04918032786885246,5
