method,power,fdp,v
mkn,0.725,0.04918032786885246,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.25,0,0.5
pkn,0.4375,0,0.75
pkn,0.625,0.0196078431372549,1
pkn,0.625,0.0196078431372549,1.25
pkn,0.6625,0.018518518518518517,1.5
pkn,0.6625,0.018518518518518517,1.75
pkn,0.7125,0.05,2
pkn,0.7125,0.05,2.25
pkn,0.725,0.04918032786885246,2.5
pkn,0.725,0.04918032786885246,2.75
pkn,0.725,0.04918032786885246,3
pkn,0.75,0.0625,3.25
pkn,0.725,0.06451612903225806,3.5
pkn,0.75,0.0625,3.75
pkn,0.75,0.0625,4
pkn,0.75,0.0625,4.25
pkn,0.75,0.09090909090909091,4.5
pkn,0.75,0.07692307692307693,4.75
pkn,0.7625,0.10294117647058823,5
