method,power,fdp,v
mkn,0.9875,0.0125,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.2875,0,0.5
pkn,0.8125,0,0.75
pkn,0.85,0,1
pkn,0.8625,0,1.25
pkn,0.8875,0,1.5
pkn,0.9,0,1.75
pkn,0.925,0,2
pkn,0.925,0,2.25
pkn,0.9375,0.013157894736842105,2.5
pkn,0.9375,0.013157894736842105,2.75
pkn,0.9375,0.013157894736842105,3
pkn,0.9375,0.013157894736842105,3.25
pkn,0.95,0.012987012987012988,3.5
pkn,0.9625,0.01282051282051282,3.75
pkn,0.9875,0.0125,4
pkn,0.9875,0.024691358024691357,4.25
pkn,0.9875,0.036585365853658534,4.5
pkn,0.9875,0.036585365853658534,4.75
pkn,0.9875,0.036585365853658534,5
