method,power,fdp,v
mkn,0.8375,0.028985507246376812,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.3625,0,0.75
pkn,0.675,0,1
pkn,0.6875,0,1.25
pkn,0.7,0,1.5
pkn,0.7375,0,1.75
pkn,0.7625,0,2
pkn,0.7625,0.016129032258064516,2.25
pkn,0.825,0.014925373134328358,2.5
pkn,0.8375,0.014705882352941176,2.75
pkn,0.8375,0.014705882352941176,3
pkn,0.8375,0.028985507246376812,3.25
pkn,0.85,0.02857142857142857,3.5
pkn,0.8625,0.028169014084507043,3.75
pkn,0.8625,0.041666666666666664,4
pkn,0.8625,0.041666666666666664,4.25
pkn,0.8625,0.041666666666666664,4.5
pkn,0.8625,0.041666666666666664,4.75
pkn,0.8625,0.0547945205479452,5
