method,power,fdp,v
mkn,0.65,0.037037037037037035,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.1875,0,0.5
pkn,0.4125,0,0.75
pkn,0.475,0,1
pkn,0.5,0,1.25
pkn,0.5125,0,1.5
pkn,0.5375,0.022727272727272728,1.75
pkn,0.575,0.02127659574468085,2
pkn,0.6375,0.019230769230769232,2.25
pkn,0.6625,0.03636363636363636,2.5
pkn,0.6625,0.03636363636363636,2.75
pkn,0.675,0.03571428571428571,3
pkn,0.675,0.03571428571428571,3.25
pkn,0.7,0.034482758620689655,3.5
pkn,0.7125,0.03389830508474576,3.75
pkn,0.725,0.03333333333333333,4
pkn,0.725,0.03333333333333333,4.25
pkn,0.7375,0.03278688524590164,4.5
pkn,0.7375,0.03278688524590164,4.75
pkn,0.75,0.047619047619047616,5
