method,power,fdp,v
mkn,0.7875,0.03076923076923077,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.1875,0,0.5
pkn,0.625,0.0196078431372549,0.75
pkn,0.65,0.018867924528301886,1
pkn,0.6625,0.018518518518518517,1.25
pkn,0.7125,0.017241379310344827,1.5
pkn,0.725,0.01694915254237288,1.75
pkn,0.7625,0.031746031746031744,2
pkn,0.775,0.03125,2.25
pkn,0.775,0.03125,2.5
pkn,0.775,0.03125,2.75
pkn,0.7875,0.03076923076923077,3
pkn,0.7875,0.03076923076923077,3.25
pkn,0.7875,0.03076923076923077,3.5
pkn,0.8125,0.04411764705882353,3.75
pkn,0.8125,0.057971014492753624,4
pkn,0.8125,0.057971014492753624,4.25
pkn,0.8125,0.057971014492753624,4.5
pkn,0.8125,0.057971014492753624,4.75
pkn,0.825,0.05714285714285714,5
