method,power,fdp,v
mkn,0.675,0.01818181818181818,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.3125,0,0.5
pkn,0.5,0,0.75
pkn,0.5875,0,1
pkn,0.5875,0,1.25
pkn,0.625,0.0196078431372549,1.5
pkn,0.625,0.0196078431372549,1.75
pkn,0.6375,0.019230769230769232,2
pkn,0.65,0.018867924528301886,2.25
pkn,0.675,0.01818181818181818,2.5
pkn,0.675,0.01818181818181818,2.75
pkn,0.6875,0.03508771929824561,3
pkn,0.7125,0.03389830508474576,3.25
pkn,0.725,0.04918032786885246,3.5
pkn,0.7125,0.05,3.75
pkn,0.7375,0.04838709677419355,4
pkn,0.7375,0.04838709677419355,4.25
pkn,0.7375,0.04838709677419355,4.5
pkn,0.75,0.0625,4.75
pkn,0.75,0.0625,5
