method,power,fdp,v
mkn,0.875,0.11392405063291139,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.5125,0,0.5
pkn,0.7375,0.016666666666666666,0.75
pkn,0.7875,0.03076923076923077,1
pkn,0.8,0.030303030303030304,1.25
pkn,0.825,0.029411764705882353,1.5
pkn,0.8375,0.028985507246376812,1.75
pkn,0.85,0.02857142857142857,2
pkn,0.8625,0.0547945205479452,2.25
pkn,0.8625,0.08,2.5
pkn,0.875,0.07894736842105263,2.75
pkn,0.875,0.07894736842105263,3
pkn,0.875,0.10256410256410256,3.25
pkn,0.875,0.11392405063291139,3.5
pkn,0.875,0.125,3.75
pkn,0.875,0.125,4
pkn,0.875,0.125,4.25
pkn,0.875,0.125,4.5
pkn,0.875,0.125,4.75
pkn,0.875,0.13580246913580246,5
