method,power,fdp,v
mkn,0.25,0.047619047619047616,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.1125,0,0.5
pkn,0.1875,0,0.75
pkn,0.25,0.047619047619047616,1
pkn,0.25,0.047619047619047616,1.25
pkn,0.2625,0.045454545454545456,1.5
pkn,0.2625,0.045454545454545456,1.75
pkn,0.275,0.08333333333333333,2
pkn,0.275,0.08333333333333333,2.25
pkn,0.2875,0.08,2.5
pkn,0.2875,0.08,2.75
pkn,0.3,0.1111111111111111,3
pkn,0.3125,0.10714285714285714,3.25
pkn,0.325,0.10344827586206896,3.5
pkn,0.325,0.10344827586206896,3.75
pkn,0.3375,0.1,4
pkn,0.3625,0.09375,4.25
pkn,0.3625,0.09375,4.5
pkn,0.3625,0.09375,4.75
pkn,0.375,0.11764705882352941,5
