method,power,fdp,v
mkn,0.7875,0.05970149253731343,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.3875,0,0.5
pkn,0.625,0,0.75
pkn,0.6375,0,1
pkn,0.6625,0,1.25
pkn,0.725,0.01694915254237288,1.5
pkn,0.725,0.04918032786885246,1.75
pkn,0.7375,0.04838709677419355,2
pkn,0.7375,0.04838709677419355,2.25
pkn,0.75,0.0625,2.5
pkn,0.7625,0.06153846153846154,2.75
pkn,0.775,0.06060606060606061,3
pkn,0.7875,0.05970149253731343,3.25
pkn,0.8,0.058823529411764705,3.5
pkn,0.7875,0.05970149253731343,3.75
pkn,0.8,0.058823529411764705,4
pkn,0.8,0.058823529411764705,4.25
pkn,0.8,0.058823529411764705,4.5
pkn,0.8,0.058823529411764705,4.75
pkn,0.8,0.07246376811594203,5
